"","Var1","Freq"
"3389","Cbll1",2
"3390","Cbln1",3
"3392","Cbln3",2
"3397","Cbr4",2
"3398","Cbs",2
"3400","Cbx1",5
"3401","Cbx2",2
"3402","Cbx3",2
"3403","Cbx4",2
"3404","Cbx5",4
"3405","Cbx6",2
"3406","Cbx7",2
"3407","Cbx8",2
"3411","Cc2d1b",2
"3414","Ccar1",3
"3416","Ccbe1",3
"3417","Ccdc102a",3
"3427","Ccdc117",2
"3428","Ccdc12",2
"3434","Ccdc127",4
"3442","Ccdc141",5
"3446","Ccdc151",2
"3453","Ccdc163",2
"3454","Ccdc166",2
"3460","Ccdc173",3
"3463","Ccdc177",2
"3464","Ccdc18",3
"3467","Ccdc182",2
"3468","Ccdc183",2
"3469","Ccdc184",2
"3471","Ccdc186",2
"3472","Ccdc187",3
"3474","Ccdc191",2
"3478","Ccdc28a",3
"3479","Ccdc28b",3
"3481","Ccdc30",6
"3484","Ccdc34",2
"3485","Ccdc38",2
"3486","Ccdc39",3
"3489","Ccdc43",2
"3490","Ccdc47",3
"3491","Ccdc50",4
"3497","Ccdc6",2
"3502","Ccdc66",3
"3504","Ccdc69",2
"3507","Ccdc71l",2
"3509","Ccdc74a",5
"3510","Ccdc77",3
"3511","Ccdc7a",3
"3512","Ccdc7b",2
"3514","Ccdc80",2
"3516","Ccdc82",3
"3517","Ccdc83",3
"3518","Ccdc84",2
"3519","Ccdc85a",2
"3522","Ccdc86",3
"3524","Ccdc88a",2
"3526","Ccdc88c",3
"3527","Ccdc89",2
"3530","Ccdc91",4
"3532","Ccdc92b",2
"3533","Ccdc93",4
"3535","Ccdc97",2
"3541","Cckbr",2
"3550","Ccl25",2
"3551","Ccl28",3
"3555","Ccl6",2
"3558","Ccl9",2
"3559","Ccm2",3
"3560","Ccm2l",2
"3562","Ccna2",2
"3567","Ccnc",3
"3568","Ccnd1",3
"3569","Ccnd2",7
"3570","Ccnd3",3
"3572","Ccne1",2
"3575","Ccng1",3
"3576","Ccng2",2
"3577","Ccnh",3
"3579","Ccnjl",3
"3582","Ccnl2",3
"3584","Ccnt1",2
"3585","Ccnt2",5
"3586","Ccny",4
"3591","Ccr1",2
"3594","Ccr2",4
"3597","Ccr5",3
"3601","Ccr9",5
"3604","Ccsap",2
"3605","Ccser1",2
"3606","Ccser2",3
"3607","Cct2",3
"3608","Cct3",5
"3609","Cct4",5
"3611","Cct6a",2
"3613","Cct7",2
"3616","Ccz1",2
"3617","Cd109",2
"3619","Cd151",4
"3620","Cd160",3
"3622","Cd163l1",2
"3623","Cd164",2
"3624","Cd164l2",2
"3628","Cd1d1",2
"3632","Cd200r1",2
"3633","Cd200r3",2
"3637","Cd209b",2
"3643","Cd22",3
"3645","Cd244a",2
"3646","Cd247",4
"3648","Cd24a",2
"3651","Cd28",2
"3652","Cd2ap",2
"3653","Cd2bp2",2
"3654","Cd300a",2
"3661","Cd320",2
"3662","Cd33",2
"3664","Cd36",3
"3665","Cd37",2
"3666","Cd38",2
"3671","Cd4",2
"3672","Cd40",3
"3674","Cd44",3
"3676","Cd47",4
"3681","Cd55",3
"3691","Cd80",3
"3694","Cd84",2
"3695","Cd86",2
"3696","Cd8a",2
"3699","Cd93",4
"3701","Cd99l2",3
"3703","Cdadc1",6
"3706","Cdc14a",2
"3707","Cdc14b",2
"3709","Cdc20",2
"3710","Cdc23",3
"3711","Cdc25a",2
"3713","Cdc25c",2
"3714","Cdc26",3
"3715","Cdc27",4
"3716","Cdc37",2
"3717","Cdc37l1",5
"3718","Cdc40",4
"3719","Cdc42",4
"3720","Cdc42bpa",4
"3725","Cdc42ep3",2
"3726","Cdc42ep4",2
"3728","Cdc42se1",2
"3733","Cdc7",2
"3734","Cdc73",7
"3735","Cdca2",3
"3737","Cdca4",3
"3738","Cdca5",2
"3741","Cdca8",3
"3744","Cdh10",2
"3745","Cdh11",2
"3746","Cdh13",4
"3751","Cdh2",3
"3754","Cdh23",2
"3756","Cdh3",2
"3757","Cdh4",3
"3758","Cdh5",2
"3759","Cdh6",4
"3760","Cdh7",3
"3761","Cdh8",3
"3767","Cdip1",3
"3768","Cdipt",2
"3773","Cdk12",5
"3774","Cdk13",3
"3775","Cdk14",3
"3776","Cdk16",4
"3779","Cdk19",2
"3783","Cdk2ap2",2
"3785","Cdk4",3
"3786","Cdk5",2
"3787","Cdk5r1",4
"3788","Cdk5r2",2
"3790","Cdk5rap2",3
"3792","Cdk6",3
"3793","Cdk7",2
"3795","Cdk9",2
"3796","Cdkal1",2
"3797","Cdkl1",2
"3798","Cdkl2",3
"3802","Cdkn1a",2
"3803","Cdkn1b",2
"3806","Cdkn2aip",2
"3807","Cdkn2aipnl",2
"3813","Cdon",2
"3816","Cdr2l",2
"3819","Cds1",2
"3820","Cds2",6
"3822","Cdt1",2
"3823","Cdv3",2
"3825","Cdx2",2
"3827","Cdyl",3
"3829","Ceacam1",4
"3830","Ceacam10",3
"3831","Ceacam11",6
"3841","Cebpb",2
"3843","Cebpg",2
"3844","Cebpz",2
"3846","Cecr2",3
"3850","Cela3b",2
"3851","Celf1",5
"3852","Celf2",7
"3854","Celf4",3
"3859","Celsr2",2
"3861","Cemip",3
"3862","Cend1",2
"3863","Cenpa",2
"3864","Cenpb",2
"3866","Cenpe",2
"3867","Cenpf",3
"3874","Cenpn",2
"3875","Cenpo",5
"3876","Cenpp",2
"3880","Cenpu",2
"3882","Cenpw",2
"3885","Cep112",3
"3888","Cep128",4
"3892","Cep162",3
"3893","Cep164",3
"3894","Cep170",2
"3897","Cep192",2
"3900","Cep295",2
"3902","Cep350",3
"3903","Cep41",3
"3904","Cep44",4
"3906","Cep57",2
"3907","Cep57l1",4
"3908","Cep63",2
"3909","Cep68",4
"3910","Cep70",2
"3912","Cep76",2
"3914","Cep83",3
"3915","Cep83os",2
"3918","Cep89",4
"3919","Cep95",2
"3920","Cep97",3
"3922","Cer1",2
"3928","Cers4",3
"3929","Cers5",2
"3931","Ces1d",3
"3942","Ces5a",2
"3943","Cetn1",2
"3944","Cetn2",2
"3946","Cetn4",2
"3950","Cfap20",2
"3953","Cfap298",4
"3957","Cfap43",4
"3960","Cfap52",2
"3962","Cfap54",2
"3964","Cfap61",3
"3966","Cfap69",3
"3967","Cfap70",3
"3968","Cfap97",3
"3973","Cfh",2
"3977","Cfl2",3
"3978","Cflar",4
"3980","Cftr",2
"3982","Cggbp1",2
"3983","Cgn",2
"3984","Cgnl1",4
"3985","Cgref1",2
"3986","Cgrrf1",2
"3992","Chaf1b",2
"3993","Champ1",2
"3995","Chchd10",2
"3996","Chchd3",2
"3997","Chchd4",2
"3998","Chchd5",2
"3999","Chchd6",2
"4000","Chchd7",3
"4001","Chd1",3
"4003","Chd2",2
"4005","Chd4",3
"4007","Chd6",2
"4008","Chd7",2
"4009","Chd8",5
"4010","Chd9",4
"4012","Chek1",3
"4014","Cherp",3
"4015","Chfr",3
"4019","Chic1",3
"4020","Chic2",4
"4021","Chid1",2
"4026","Chka",3
"4027","Chl1",4
"4028","Chm",2
"4029","Chml",2
"4031","Chmp1b",2
"4032","Chmp2b",2
"4033","Chmp3",3
"4034","Chmp4b",2
"4035","Chmp4c",4
"4039","Chn1",2
"4040","Chn2",2
"4042","Chordc1",2
"4045","Chpt1",4
"4046","Chrac1",2
"4048","Chrdl1",4
"4050","Chrm1",2
"4056","Chrna3",2
"4057","Chrna4",2
"4058","Chrna5",2
"4059","Chrna6",2
"4061","Chrna9",3
"4063","Chrnb2",2
"4065","Chrnb4",2
"4068","Chrng",3
"4071","Chst11",2
"4075","Chst15",2
"4076","Chst2",2
"4088","Chuk",3
"4091","Ciapin1",3
"4093","Cib1",2
"4101","Ciita",3
"4104","Cinp",2
"4106","Cipc",3
"4108","Cisd1",3
"4109","Cisd2",3
"4112","Cit",4
"4114","Cited2",2
"4118","Ckap2l",2
"4119","Ckap4",4
"4120","Ckap5",3
"4121","Cklf",8
"4122","Ckm",2
"4123","Ckmt1",2
"4125","Cks1b",2
"4127","Clasp1",4
"4128","Clasp2",5
"4130","Clba1",2
"4131","Clca1",2
"4133","Clca3a1",2
"4134","Clca3a2",2
"4139","Clcc1",4
"4140","Clcf1",3
"4143","Clcn3",5
"4144","Clcn4",2
"4145","Clcn5",2
"4146","Clcn6",2
"4147","Clcn7",2
"4148","Clcnka",2
"4150","Cldn1",2
"4153","Cldn12",2
"4158","Cldn18",2
"4160","Cldn2",2
"4162","Cldn3",4
"4170","Cldn9",2
"4171","Cldnd1",2
"4176","Clec14a",2
"4177","Clec16a",2
"4178","Clec18a",2
"4179","Clec1a",2
"4183","Clec2h",3
"4184","Clec2i",2
"4187","Clec4a2",2
"4191","Clec4e",2
"4193","Clec4g",2
"4194","Clec4n",2
"4197","Clgn",3
"4198","Clhc1",2
"4199","Clic1",2
"4201","Clic4",3
"4202","Clic5",4
"4203","Clic6",2
"4205","Clip1",5
"4207","Clip3",3
"4208","Clip4",7
"4212","Clk4",2
"4213","Clmn",6
"4214","Clmp",2
"4215","Cln3",2
"4218","Cln8",4
"4221","Clns1a",4
"4222","Clock",4
"4224","Clpb",2
"4225","Clpp",2
"4227","Clptm1",2
"4233","Clstn1",2
"4234","Clstn2",2
"4236","Clta",2
"4237","Cltb",3
"4238","Cltc",2
"4240","Clu",4
"4243","Clvs1",3
"4244","Clvs2",2
"4247","Cmah",5
"4251","Cmc2",4
"4253","Cmklr1",2
"4254","Cmpk1",2
"4255","Cmpk2",2
"4256","Cmss1",2
"4257","Cmtm2a",2
"4261","Cmtm5",2
"4262","Cmtm6",2
"4263","Cmtm7",2
"4265","Cmtr1",2
"4266","Cmtr2",2
"4269","Cnbp",2
"4271","Cndp2",2
"4272","Cnep1r1",2
"4274","Cnga1",2
"4282","Cnih4",2
"4284","Cnksr2",2
"4289","Cnn3",5
"4290","Cnnm1",3
"4291","Cnnm2",2
"4292","Cnnm3",4
"4294","Cnot10",2
"4295","Cnot11",3
"4296","Cnot2",4
"4298","Cnot4",5
"4299","Cnot6",4
"4300","Cnot6l",4
"4301","Cnot7",3
"4304","Cnp",3
"4306","Cnpy1",3
"4307","Cnpy2",3
"4310","Cnr1",2
"4312","Cnrip1",2
"4314","Cntd1",2
"4315","Cntfr",2
"4317","Cntn1",2
"4318","Cntn2",4
"4319","Cntn3",2
"4320","Cntn4",2
"4324","Cntnap2",4
"4327","Cntrl",3
"4329","Coa3",2
"4331","Coa5",2
"4333","Coa7",2
"4334","Coasy",2
"4335","Cobl",2
"4336","Cobll1",2
"4338","Cog1",4
"4341","Cog4",2
"4342","Cog5",2
"4345","Cog8",2
"4346","Coil",2
"4348","Col11a1",2
"4350","Col12a1",3
"4352","Col14a1",3
"4356","Col18a1",2
"4357","Col19a1",2
"4358","Col1a1",2
"4359","Col1a2",3
"4360","Col20a1",4
"4361","Col22a1",3
"4362","Col23a1",3
"4364","Col25a1",3
"4365","Col26a1",2
"4366","Col27a1",2
"4368","Col3a1",3
"4369","Col4a1",2
"4371","Col4a3",2
"4372","Col4a3bp",4
"4373","Col4a4",3
"4374","Col4a5",2
"4375","Col4a6",2
"4376","Col5a1",3
"4377","Col5a2",2
"4378","Col5a3",2
"4380","Col6a2",2
"4382","Col6a4",2
"4384","Col8a1",3
"4386","Col9a1",2
"4388","Col9a3",2
"4390","Colec11",2
"4392","Colgalt1",2
"4395","Commd10",2
"4396","Commd2",2
"4397","Commd3",2
"4400","Commd7",2
"4401","Commd8",2
"4404","Comt",2
"4406","Cop1",2
"4407","Copa",2
"4409","Copb2",2
"4411","Copg1",3
"4413","Coprs",2
"4414","Cops2",2
"4415","Cops3",3
"4418","Cops6",2
"4419","Cops7a",2
"4420","Cops7b",2
"4422","Cops9",2
"4425","Coq10a",2
"4427","Coq3",2
"4429","Coq5",2
"4432","Coq8a",2
"4434","Coq9",2
"4436","Coro1a",3
"4438","Coro1c",2
"4440","Coro2b",2
"4441","Coro6",2
"4442","Coro7",6
"4444","Cotl1",5
"4445","Cox10",2
"4448","Cox15",4
"4450","Cox17",2
"4455","Cox5a",3
"4457","Cox6a1",2
"4459","Cox6b1",2
"4461","Cox6c",2
"4463","Cox7a2",2
"4465","Cox8a",2
"4468","Cp",7
"4476","Cpb2",2
"4477","Cpd",6
"4481","Cpeb2",4
"4482","Cpeb3",4
"4483","Cpeb4",3
"4484","Cped1",2
"4485","Cplane1",3
"4486","Cplx1",3
"4487","Cplx2",3
"4490","Cpm",2
"4491","Cpn1",2
"4494","Cpne3",4
"4495","Cpne4",2
"4499","Cpne8",3
"4501","Cpox",3
"4502","Cpped1",2
"4503","Cpq",2
"4506","Cpsf2",3
"4507","Cpsf3",2
"4509","Cpsf4l",2
"4510","Cpsf6",6
"4512","Cpt1a",3
"4518","Cpxm2",2
"4520","Cr1l",3
"4526","Cramp1l",3
"4527","Crat",2
"4528","Crb1",2
"4529","Crb3",3
"4530","Crbn",2
"4533","Creb1",5
"4534","Creb3",4
"4536","Creb3l2",2
"4539","Creb5",4
"4540","Crebbp",3
"4541","Crebl2",2
"4542","Crebrf",3
"4543","Crebzf",4
"4544","Creg1",2
"4548","Crem",4
"4551","Crhr1",2
"4552","Crhr2",2
"4553","Crim1",2
"4557","Cript",2
"4562","Crispld1",2
"4563","Crispld2",3
"4564","Crk",4
"4565","Crkl",4
"4569","Crls1",2
"4572","Crnkl1",2
"4576","Crtac1",2
"4579","Crtc1",3
"4580","Crtc2",2
"4581","Crtc3",2
"4582","Crx",2
"4587","Cryab",2
"4602","Cryl1",4
"4604","Cryz",2
"4605","Cryzl1",3
"4606","Cryzl2",2
"4607","Cs",3
"4608","Csad",2
"4609","Csdc2",3
"4610","Csde1",2
"4611","Csf1",4
"4612","Csf1r",3
"4617","Csgalnact1",2
"4621","Csmd1",3
"4624","Csmd3",3
"4626","Csn1s2a",4
"4628","Csn2",2
"4629","Csn3",2
"4630","Csnk1a1",5
"4631","Csnk1d",5
"4632","Csnk1e",3
"4633","Csnk1g1",2
"4635","Csnk1g3",2
"4636","Csnk2a1",2
"4637","Csnk2a2",6
"4639","Cspg4",2
"4641","Cspp1",5
"4644","Csrnp3",3
"4645","Csrp1",2
"4659","Cstb",2
"4660","Cstf1",2
"4661","Cstf2",2
"4663","Cstf3",2
"4673","Ctbs",3
"4674","Ctc1",2
"4675","Ctcf",2
"4680","Ctdspl2",3
"4687","Ctnna1",2
"4688","Ctnna3",2
"4689","Ctnnal1",2
"4690","Ctnnb1",2
"4691","Ctnnbip1",2
"4693","Ctnnd1",2
"4694","Ctnnd2",3
"4695","Ctns",2
"4697","Ctps2",2
"4698","Ctr9",5
"4705","Ctsa",3
"4706","Ctsb",5
"4707","Ctsc",2
"4712","Ctsh",2
"4715","Ctsl",2
"4717","Ctso",2
"4722","Ctsz",3
"4723","Cttn",3
"4725","Cttnbp2nl",3
"4727","Ctu2",2
"4730","Cubn",2
"4731","Cuedc1",4
"4732","Cuedc2",2
"4733","Cul1",2
"4734","Cul2",2
"4735","Cul3",5
"4738","Cul5",3
"4740","Cul9",2
"4742","Cutal",2
"4744","Cux1",8
"4745","Cux2",2
"4748","Cwc25",2
"4750","Cwf19l1",3
"4751","Cwf19l2",2
"4753","Cx3cl1",2
"4754","Cx3cr1",2
"4755","Cxadr",5
"4756","Cxcl1",2
"4758","Cxcl11",2
"4759","Cxcl12",3
"4760","Cxcl13",2
"4761","Cxcl14",2
"4762","Cxcl15",2
"4763","Cxcl16",2
"4768","Cxcl9",2
"4772","Cxcr6",2
"4773","Cxxc1",2
"4774","Cxxc4",3
"4775","Cxxc5",2
"4777","Cyb561a3",2
"4778","Cyb561d1",2
"4781","Cyb5b",3
"4783","Cyb5d2",2
"4786","Cyb5r3",4
"4789","Cybb",3
"4790","Cybc1",2
"4791","Cybrd1",2
"4795","Cyfip1",2
"4796","Cyfip2",2
"4798","Cyhr1",6
"4801","Cyld",4
"4810","Cyp1b1",2
"4811","Cyp20a1",3
"4812","Cyp21a1",2
"4813","Cyp24a1",2
"4818","Cyp2b10",3
"4828","Cyp2c70",2
"4831","Cyp2d22",2
"4841","Cyp2j6",2
"4845","Cyp2u1",3
"4860","Cyp4f16",2
"4861","Cyp4f18",2
"4864","Cyp4v3",2
"4866","Cyp51",3
"4867","Cyp7a1",2
"4868","Cyp7b1",2
"4873","Cyr61",2
"4874","Cys1",2
"4875","Cysltr1",2
"4877","Cysrt1",2
"4879","Cyth1",3
"4881","Cyth3",3
"4883","Cytip",3
"4885","Cyyr1",2
"4887","D030018L15Rik",2
"4889","D030056L22Rik",2
"4891","D10Wsu102e",2
"4899","D16Ertd472e",5
"4901","D1Ertd622e",2
"4902","D1Pas1",2
"4903","D230025D16Rik",2
"4906","D3Ertd254e",2
"4907","D3Ertd751e",2
"4914","D430042O09Rik",3
"4917","D5Ertd579e",3
"4919","D630023F18Rik",2
"4921","D630029K05Rik",2
"4924","D630045J12Rik",3
"4925","D6Ertd474e",2
"4934","D7Ertd443e",3
"4941","D930016D06Rik",2
"4943","D930048N14Rik",2
"4944","Daam1",2
"4945","Daam2",2
"4946","Dab1",5
"4947","Dab2",4
"4948","Dab2ip",2
"4949","Dach1",3
"4950","Dach2",2
"4952","Dact2",2
"4953","Dact3",3
"4954","Dad1",2
"4955","Dag1",4
"4962","Dap",2
"4964","Dapk1",2
"4968","Dapp1",2
"4975","Dazl",2
"4976","Dbf4",2
"4978","Dbi",4
"4982","Dbndd2",3
"4984","Dbp",2
"4989","Dcaf1",2
"4991","Dcaf11",2
"4992","Dcaf12",3
"4993","Dcaf12l1",2
"4996","Dcaf17",3
"4998","Dcaf5",4
"5000","Dcaf7",2
"5001","Dcaf8",4
"5002","Dcakd",2
"5003","Dcbld1",2
"5004","Dcbld2",3
"5007","Dcdc2c",2
"5009","Dck",3
"5010","Dclk1",9
"5011","Dclk2",2
"5013","Dclre1a",3
"5014","Dclre1b",3
"5015","Dclre1c",2
"5016","Dcn",2
"5017","Dcp1a",3
"5018","Dcp1b",3
"5019","Dcp2",2
"5029","Dctn4",6
"5030","Dctn5",2
"5031","Dctn6",2
"5033","Dcun1d1",4
"5034","Dcun1d2",2
"5035","Dcun1d3",2
"5037","Dcun1d5",3
"5038","Dcx",4
"5040","Dda1",3
"5041","Ddah1",4
"5044","Ddb2",2
"5045","Ddc",2
"5046","Ddhd1",4
"5047","Ddhd2",3
"5049","Ddi2",2
"5050","Ddias",2
"5053","Ddit4l",3
"5055","Ddo",4
"5057","Ddr1",5
"5058","Ddr2",2
"5060","Ddx1",2
"5061","Ddx10",2
"5062","Ddx11",2
"5063","Ddx17",3
"5066","Ddx19b",3
"5068","Ddx21",2
"5069","Ddx23",2
"5070","Ddx24",2
"5071","Ddx25",2
"5072","Ddx27",2
"5074","Ddx31",2
"5075","Ddx39",4
"5077","Ddx3x",3
"5078","Ddx3y",3
"5081","Ddx42",2
"5083","Ddx46",5
"5085","Ddx49",3
"5086","Ddx50",3
"5088","Ddx52",2
"5089","Ddx54",2
"5090","Ddx55",2
"5092","Ddx58",3
"5094","Ddx6",3
"5095","Ddx60",2
"5097","Decr1",2
"5099","Dedd",3
"5103","Defb1",2
"5116","Defb42",2
"5123","Degs1",2
"5127","Dennd1b",4
"5129","Dennd2a",2
"5131","Dennd2d",2
"5133","Dennd4a",2
"5137","Dennd5b",4
"5138","Dennd6a",2
"5140","Denr",3
"5142","Depdc5",5
"5144","Depp1",2
"5145","Deptor",4
"5147","Derl1",3
"5148","Derl2",2
"5149","Derl3",2
"5150","Des",2
"5151","Desi1",2
"5152","Desi2",2
"5153","Det1",2
"5156","Dffb",2
"5158","Dgat2",2
"5159","Dgcr2",2
"5160","Dgcr6",2
"5161","Dgcr8",3
"5163","Dgkb",3
"5164","Dgkd",4
"5165","Dgke",3
"5166","Dgkeos",2
"5167","Dgkg",2
"5168","Dgkh",3
"5172","Dgkz",2
"5175","Dhcr24",3
"5176","Dhcr7",2
"5177","Dhdds",3
"5178","Dhdh",2
"5179","Dhfr",2
"5180","Dhh",2
"5181","Dhodh",2
"5182","Dhps",2
"5188","Dhrs4",2
"5189","Dhrs7",2
"5190","Dhrs7b",2
"5193","Dhx15",2
"5195","Dhx29",2
"5196","Dhx30",4
"5198","Dhx33",2
"5201","Dhx36",3
"5203","Dhx38",2
"5208","Dhx9",2
"5210","Diaph1",3
"5211","Diaph2",2
"5213","Dicer1",2
"5214","Dido1",4
"5215","Diexf",2
"5217","Dio2",3
"5218","Dip2a",2
"5221","Diras1",3
"5222","Diras2",2
"5223","Dirc2",2
"5226","Dis3l2",3
"5227","Disp1",2
"5228","Disp2",3
"5229","Disp3",2
"5230","Dixdc1",5
"5231","Dkc1",3
"5232","Dkk1",2
"5234","Dkk3",2
"5237","Dlat",4
"5238","Dlc1",3
"5240","Dleu2",2
"5242","Dlg1",3
"5243","Dlg2",3
"5245","Dlg4",4
"5246","Dlg5",2
"5247","Dlgap1",6
"5248","Dlgap2",2
"5250","Dlgap4",2
"5251","Dlgap5",2
"5252","Dlk1",2
"5253","Dlk2",2
"5256","Dll4",2
"5257","Dlst",4
"5261","Dlx3",2
"5262","Dlx4",2
"5269","Dmac2",2
"5273","Dmc1",2
"5274","Dmd",4
"5277","Dmp1",2
"5278","Dmpk",2
"5285","Dmrtc1a",2
"5287","Dmtf1",2
"5288","Dmtn",3
"5292","Dna2",3
"5293","Dnaaf1",2
"5296","Dnah1",2
"5305","Dnah9",2
"5306","Dnaic1",3
"5309","Dnaja2",3
"5310","Dnaja3",3
"5311","Dnaja4",3
"5312","Dnajb1",2
"5314","Dnajb12",2
"5316","Dnajb14",2
"5319","Dnajb4",3
"5320","Dnajb5",3
"5325","Dnajc1",5
"5326","Dnajc10",3
"5327","Dnajc11",3
"5329","Dnajc13",2
"5330","Dnajc14",3
"5331","Dnajc15",3
"5332","Dnajc16",2
"5333","Dnajc18",3
"5334","Dnajc19",2
"5335","Dnajc2",4
"5336","Dnajc21",2
"5337","Dnajc22",2
"5338","Dnajc24",2
"5340","Dnajc27",2
"5341","Dnajc28",2
"5342","Dnajc3",5
"5345","Dnajc5",5
"5348","Dnajc6",2
"5351","Dnal1",2
"5353","Dnali1",2
"5356","Dnase1l3",2
"5360","Dner",2
"5363","Dnm1",2
"5364","Dnm1l",4
"5365","Dnm2",7
"5366","Dnm3",7
"5368","Dnmbp",2
"5369","Dnmt1",2
"5370","Dnmt3a",5
"5371","Dnmt3b",3
"5373","Dnpep",5
"5377","Dnttip2",2
"5379","Doc2b",2
"5381","Dock1",2
"5382","Dock10",2
"5383","Dock11",2
"5384","Dock2",2
"5386","Dock4",5
"5387","Dock5",2
"5388","Dock6",2
"5389","Dock7",2
"5390","Dock8",3
"5391","Dock9",4
"5397","Dok7",2
"5401","Dopey1",2
"5402","Dopey2",2
"5403","Dot1l",2
"5405","Dpep1",2
"5407","Dpf1",2
"5408","Dpf2",2
"5409","Dpf3",2
"5411","Dph3",3
"5412","Dph5",2
"5414","Dph7",2
"5415","Dpm1",2
"5418","Dpp10",3
"5420","Dpp4",3
"5421","Dpp6",2
"5422","Dpp7",3
"5423","Dpp8",2
"5429","Dpy19l1",2
"5431","Dpy19l3",3
"5434","Dpyd",2
"5435","Dpys",3
"5436","Dpysl2",2
"5437","Dpysl3",3
"5438","Dpysl4",3
"5439","Dpysl5",2
"5441","Dr1",2
"5443","Dram2",2
"5445","Draxin",2
"5447","Drc3",2
"5448","Drd1",2
"5451","Drd4",2
"5452","Drg1",2
"5454","Drosha",3
"5455","Drp2",3
"5457","Dsc2",2
"5459","Dscam",3
"5460","Dscaml1",5
"5461","Dscc1",2
"5466","Dsg2",5
"5468","Dsp",3
"5470","Dst",5
"5472","Dstyk",2
"5474","Dtd2",2
"5475","Dtl",6
"5476","Dtna",6
"5477","Dtnb",2
"5480","Dtwd2",3
"5482","Dtx2",2
"5484","Dtx3l",2
"5485","Dtx4",2
"5486","Dtymk",3
"5491","Dus1l",2
"5493","Dus3l",2
"5494","Dus4l",2
"5496","Dusp10",2
"5497","Dusp11",2
"5498","Dusp12",2
"5501","Dusp15",2
"5502","Dusp16",2
"5503","Dusp18",2
"5504","Dusp19",2
"5510","Dusp27",2
"5512","Dusp3",3
"5515","Dusp7",3
"5516","Dusp8",3
"5517","Dusp9",3
"5518","Dut",2
"5519","Dvl1",2
"5520","Dvl2",2
"5521","Dvl3",2
"5525","Dym",2
"5531","Dync1li2",2
"5534","Dynll1",2
"5535","Dynll2",2
"5538","Dynlt3",4
"5539","Dyrk1a",3
"5541","Dyrk2",3
"5546","Dzip1",4
"5548","Dzip3",4
"5554","E130114P18Rik",2
"5560","E130307A14Rik",3
"5561","E130308A19Rik",5
"5562","E130309D02Rik",2
"5564","E130317F20Rik",2
"5567","E230016M11Rik",2
"5568","E230029C05Rik",3
"5570","E2f1",2
"5571","E2f2",2
"5572","E2f3",2
"5574","E2f5",2
"5575","E2f6",2
"5577","E2f8",2
"5582","E330021D16Rik",2
"5587","E4f1",2
"5589","Eaf1",2
"5594","Ears2",3
"5596","Ebf1",4
"5597","Ebf2",3
"5598","Ebf3",3
"5602","Ebp",2
"5604","Ecd",2
"5605","Ece1",3
"5615","Ecm2",2
"5616","Ecpas",4
"5620","Eda",4
"5623","Edaradd",3
"5626","Edem1",2
"5629","Edf1",2
"5630","Edil3",5
"5633","Edn3",3
"5634","Ednra",4
"5635","Ednrb",3
"5636","Edrf1",3
"5640","Eef1akmt1",4
"5643","Eef1d",3
"5644","Eef1e1",2
"5647","Eef2k",3
"5651","Efcab1",3
"5653","Efcab11",3
"5654","Efcab12",2
"5655","Efcab14",4
"5656","Efcab2",2
"5666","Efhd2",2
"5668","Efna1",2
"5669","Efna2",2
"5670","Efna3",2
"5672","Efna5",2
"5673","Efnb1",3
"5674","Efnb2",4
"5676","Efr3a",3
"5677","Efr3b",2
"5678","Efs",2
"5679","Eftud2",3
"5684","Egfr",4
"5685","Egln1",2
"5687","Egln3",2
"5689","Egr2",2
"5690","Egr3",2
"5693","Ehbp1l1",2
"5694","Ehd1",4
"5695","Ehd2",3
"5696","Ehd3",2
"5698","Ehf",3
"5701","Ehmt2",2
"5703","Eid1",3
"5706","Eif1",2
"5707","Eif1a",2
"5708","Eif1ad",2
"5709","Eif1ax",3
"5711","Eif2a",2
"5712","Eif2ak1",5
"5713","Eif2ak2",3
"5714","Eif2ak3",3
"5717","Eif2b2",4
"5721","Eif2d",4
"5723","Eif2s2",2
"5724","Eif2s3y",2
"5725","Eif3a",3
"5727","Eif3c",2
"5732","Eif3h",3
"5733","Eif3i",2
"5735","Eif3l",2
"5736","Eif4b",3
"5737","Eif4e",2
"5738","Eif4e2",5
"5739","Eif4e3",2
"5740","Eif4ebp1",2
"5741","Eif4ebp2",4
"5742","Eif4enif1",2
"5743","Eif4g1",4
"5744","Eif4g2",5
"5745","Eif4g3",4
"5746","Eif4h",5
"5747","Eif5",4
"5748","Eif5a",2
"5749","Eif5a2",2
"5750","Eif5b",3
"5751","Eif6",2
"5752","Eipr1",2
"5753","Elac1",3
"5754","Elac2",3
"5756","Elavl1",5
"5757","Elavl2",3
"5758","Elavl3",3
"5759","Elavl4",3
"5760","Eldr",2
"5761","Elf1",2
"5762","Elf2",3
"5764","Elf4",2
"5765","Elf5",2
"5767","Elfn2",2
"5768","Elk1",2
"5769","Elk3",3
"5770","Elk4",3
"5772","Ell2",2
"5773","Elmo1",3
"5774","Elmo2",2
"5778","Elmod3",2
"5779","Elmsan1",3
"5780","Eln",2
"5781","Eloa",3
"5783","Eloc",4
"5784","Elovl1",3
"5787","Elovl4",2
"5788","Elovl5",2
"5790","Elovl7",5
"5791","Elp2",2
"5793","Elp4",2
"5794","Elp5",2
"5795","Elp6",2
"5796","Emb",2
"5797","Emc1",3
"5801","Emc4",2
"5802","Emc6",2
"5803","Emc7",3
