"","Var1","Freq"
"9167","Iqgap2",2
"9168","Iqgap3",2
"9169","Iqsec1",2
"9170","Iqsec2",2
"9173","Irak1",4
"9174","Irak1bp1",2
"9175","Irak3",2
"9176","Irak4",3
"9181","Irf2bp2",4
"9182","Irf2bpl",2
"9183","Irf3",4
"9184","Irf4",2
"9188","Irf8",2
"9193","Irgq",2
"9197","Irs4",2
"9208","Isl1",2
"9212","Ism1",2
"9213","Isoc1",3
"9215","Ispd",2
"9216","Ist1",2
"9218","Isy1",2
"9220","Itch",3
"9221","Itfg1",2
"9223","Itga1",5
"9225","Itga2",2
"9227","Itga3",3
"9228","Itga4",5
"9229","Itga5",2
"9230","Itga6",3
"9232","Itga8",2
"9233","Itga9",3
"9234","Itgae",2
"9235","Itgal",2
"9236","Itgav",3
"9238","Itgb1",3
"9243","Itgb3",2
"9244","Itgb3bp",4
"9246","Itgb5",4
"9247","Itgb6",2
"9255","Itih5",2
"9256","Itk",5
"9258","Itm2a",2
"9259","Itm2b",4
"9264","Itpkb",2
"9266","Itpr1",2
"9267","Itpr2",5
"9271","Itsn1",9
"9272","Itsn2",5
"9273","Ivd",2
"9274","Ivl",2
"9275","Ivns1abp",3
"9276","Iws1",2
"9283","Jade1",5
"9284","Jade2",2
"9286","Jag1",3
"9287","Jag2",2
"9289","Jak1",3
"9290","Jak2",2
"9291","Jak3",2
"9295","Jam2",5
"9297","Jarid2",3
"9298","Jazf1",2
"9299","Jcad",2
"9303","Jkamp",3
"9304","Jmjd1c",3
"9305","Jmjd4",2
"9308","Jmy",4
"9310","Jph1",2
"9311","Jph2",2
"9312","Jph3",2
"9314","Jpt1",2
"9317","Jrk",2
"9320","Jun",2
"9325","Kalrn",7
"9326","Kank1",2
"9327","Kank2",2
"9328","Kank3",2
"9330","Kansl1",2
"9331","Kansl1l",4
"9332","Kansl3",2
"9333","Kantr",3
"9334","Kap",2
"9336","Kat14",3
"9337","Kat2a",3
"9339","Kat5",2
"9340","Kat6a",2
"9342","Kat7",3
"9345","Katnal1",2
"9346","Katnal2",2
"9348","Katnbl1",2
"9350","Kazn",3
"9351","Kbtbd11",3
"9352","Kbtbd12",2
"9358","Kbtbd7",2
"9359","Kbtbd8",2
"9360","Kcmf1",3
"9362","Kcna2",3
"9364","Kcna4",2
"9366","Kcna6",2
"9367","Kcnab1",2
"9368","Kcnab2",2
"9369","Kcnab3",2
"9370","Kcnb1",3
"9371","Kcnc1",3
"9373","Kcnc3",3
"9374","Kcnc4",2
"9375","Kcnd1",3
"9376","Kcnd2",3
"9377","Kcnd3",4
"9378","Kcne1",2
"9383","Kcnf1",2
"9387","Kcnh1",2
"9389","Kcnh3",3
"9393","Kcnip1",2
"9394","Kcnip2",2
"9395","Kcnip3",2
"9396","Kcnip4",3
"9397","Kcnj1",2
"9399","Kcnj11",2
"9402","Kcnj15",2
"9403","Kcnj16",2
"9405","Kcnj3",3
"9407","Kcnj5",2
"9408","Kcnj6",5
"9410","Kcnj9",3
"9411","Kcnk1",2
"9412","Kcnk10",2
"9416","Kcnk3",3
"9418","Kcnk5",2
"9421","Kcnk9",3
"9422","Kcnma1",4
"9423","Kcnmb1",2
"9424","Kcnmb2",2
"9428","Kcnn1",2
"9431","Kcnn4",2
"9433","Kcnq1ot1",5
"9434","Kcnq2",10
"9435","Kcnq3",2
"9437","Kcnq5",2
"9439","Kcns2",2
"9441","Kcnt1",3
"9444","Kcnv1",3
"9447","Kctd1",2
"9451","Kctd12b",2
"9453","Kctd14",4
"9457","Kctd18",2
"9458","Kctd2",2
"9459","Kctd20",2
"9461","Kctd3",4
"9462","Kctd4",2
"9463","Kctd5",2
"9466","Kctd8",2
"9470","Kdelr2",2
"9472","Kdf1",2
"9473","Kdm1a",2
"9475","Kdm2a",5
"9477","Kdm3b",2
"9478","Kdm4a",2
"9482","Kdm5a",4
"9483","Kdm5b",4
"9484","Kdm5c",6
"9485","Kdm5d",2
"9486","Kdm6a",4
"9487","Kdm6b",3
"9488","Kdm7a",3
"9491","Kdsr",3
"9492","Keap1",2
"9497","Khdc1b",2
"9499","Khdc4",2
"9500","Khdrbs1",4
"9504","Khnyn",2
"9505","Khsrp",2
"9506","Kidins220",4
"9507","Kif11",3
"9508","Kif12",2
"9509","Kif13a",3
"9510","Kif13b",2
"9513","Kif16b",3
"9514","Kif17",2
"9515","Kif18a",2
"9518","Kif1a",2
"9519","Kif1b",7
"9521","Kif1c",4
"9523","Kif20b",4
"9524","Kif21a",2
"9525","Kif21b",2
"9526","Kif22",3
"9527","Kif23",3
"9528","Kif24",3
"9530","Kif26b",3
"9532","Kif2a",4
"9534","Kif2c",4
"9535","Kif3a",3
"9536","Kif3b",4
"9537","Kif3c",2
"9539","Kif5a",2
"9540","Kif5b",5
"9541","Kif5c",3
"9542","Kif6",2
"9545","Kifap3",2
"9546","Kifc2",2
"9549","Kirrel",2
"9550","Kirrel3",3
"9553","Kit",2
"9554","Kitl",4
"9556","Kl",2
"9557","Klb",2
"9558","Klc1",3
"9561","Klc4",2
"9565","Klf12",3
"9566","Klf13",2
"9572","Klf3",6
"9573","Klf4",2
"9574","Klf5",3
"9575","Klf6",4
"9576","Klf7",4
"9577","Klf9",5
"9579","Klhdc10",3
"9580","Klhdc2",3
"9581","Klhdc3",3
"9586","Klhl1",2
"9590","Klhl13",2
"9592","Klhl15",2
"9593","Klhl18",2
"9594","Klhl2",2
"9595","Klhl20",2
"9599","Klhl24",5
"9600","Klhl25",2
"9602","Klhl28",4
"9605","Klhl32",2
"9613","Klhl5",3
"9615","Klhl7",2
"9616","Klhl8",2
"9618","Klk1",2
"9631","Klk1b4",2
"9632","Klk1b5",2
"9645","Klra7",2
"9648","Klrb1b",4
"9649","Klrb1f",2
"9650","Klrc1",2
"9659","Kmt2a",2
"9661","Kmt2c",4
"9662","Kmt2d",2
"9663","Kmt2e",5
"9664","Kmt5a",4
"9665","Kmt5b",5
"9667","Kndc1",2
"9669","Knl1",2
"9670","Knop1",3
"9671","Knstrn",3
"9673","Kpna1",5
"9674","Kpna3",3
"9675","Kpna4",3
"9676","Kpna6",2
"9678","Kpnb1",4
"9680","Kptn",2
"9681","Kras",3
"9682","Krba1",2
"9684","Kremen1",2
"9685","Kri1",2
"9686","Krit1",5
"9687","Krr1",4
"9690","Krt12",2
"9692","Krt14",2
"9699","Krt222",2
"9703","Krt26",2
"9714","Krt4",2
"9715","Krt42",2
"9717","Krt6a",3
"9737","Krtap12-1",2
"9742","Krtap16-3",2
"9774","Krtcap2",2
"9776","Ksr1",2
"9778","Ktn1",4
"9779","Kxd1",2
"9781","Kyat1",3
"9783","Kynu",2
"9784","L1cam",2
"9789","L3mbtl3",3
"9792","Lactb2",2
"9797","Lair1",3
"9802","Lama4",2
"9803","Lama5",2
"9804","Lamb1",4
"9807","Lamc1",2
"9808","Lamc2",2
"9809","Lamc3",2
"9811","Lamp2",4
"9817","Lancl1",2
"9818","Lancl2",3
"9823","Laptm4b",3
"9824","Laptm5",3
"9827","Larp1b",2
"9829","Larp4b",2
"9831","Larp7",2
"9833","Lars2",3
"9834","Las1l",2
"9835","Lasp1",5
"9837","Lat2",2
"9838","Lats1",2
"9839","Lats2",5
"9841","Layn",2
"9842","Lbh",3
"9844","Lbp",2
"9846","Lbx1",2
"9848","Lca5",2
"9849","Lca5l",2
"9851","Lce1a1",2
"9877","Lcor",2
"9878","Lcorl",4
"9880","Lcp2",2
"9882","Ldah",4
"9884","Ldb2",3
"9885","Ldb3",3
"9889","Ldhc",2
"9890","Ldhd",2
"9891","Ldlr",4
"9893","Ldlrad4",3
"9894","Ldlrap1",3
"9898","Lef1",2
"9903","Lemd1",3
"9905","Lemd3",2
"9911","Lepr",4
"9912","Leprot",2
"9913","Leprotl1",2
"9914","Letm1",4
"9916","Letmd1",4
"9917","Lfng",2
"9918","Lgals1",2
"9919","Lgals12",2
"9920","Lgals2",2
"9921","Lgals3",2
"9925","Lgals8",2
"9927","Lgalsl",2
"9928","Lgi1",2
"9929","Lgi2",2
"9930","Lgi3",3
"9933","Lgr4",2
"9934","Lgr5",2
"9935","Lgr6",2
"9939","Lhfpl2",4
"9940","Lhfpl3",2
"9941","Lhfpl4",2
"9944","Lhx1",2
"9947","Lhx3",2
"9948","Lhx4",2
"9950","Lhx6",2
"9952","Lhx9",4
"9953","Lias",2
"9954","Lif",2
"9955","Lifr",3
"9957","Lig3",5
"9960","Lima1",4
"9961","Limch1",4
"9962","Limd1",2
"9963","Limd2",3
"9964","Limk1",4
"9965","Limk2",2
"9966","Lims1",3
"9971","Lin54",2
"9973","Lin7b",4
"9974","Lin7c",4
"9975","Lin9",2
"9976","Lingo1",2
"9979","Lins1",2
"9980","Lipa",3
"9982","Lipe",2
"9984","Lipg",3
"9985","Liph",2
"9988","Lipm",2
"9990","Lipo3",2
"9993","Litaf",3
"9994","Lix1l",2
"9999","Lman1",3
"10001","Lman2",2
"10002","Lman2l",2
"10003","Lmbr1",4
"10005","Lmbrd1",3
"10008","Lmf1",2
"10010","Lmln",2
"10011","Lmna",5
"10012","Lmnb1",2
"10013","Lmnb2",2
"10020","Lmo7",2
"10027","Lmx1b",2
"10030","Lnpep",4
"10031","Lnpk",2
"10032","Lnx1",2
"10034","Lockd",2
"10036","Lonp2",2
"10038","Lonrf2",3
"10040","Lor",2
"10041","Lox",2
"10042","Loxl1",2
"10044","Loxl4",2
"10045","Lpar1",3
"10046","Lpar2",2
"10048","Lpar4",3
"10050","Lpcat1",3
"10051","Lpcat2",2
"10055","Lpgat1",5
"10056","Lpin1",2
"10057","Lpin2",4
"10059","Lpl",2
"10061","Lpp",6
"10064","Lrat",2
"10065","Lrba",3
"10066","Lrch1",3
"10070","Lrfn1",2
"10077","Lrig2",2
"10078","Lrig3",3
"10081","Lrmda",3
"10083","Lrp1",2
"10087","Lrp1b",2
"10088","Lrp2",2
"10089","Lrp2bp",4
"10093","Lrp6",2
"10094","Lrp8",3
"10096","Lrpap1",4
"10098","Lrr1",3
"10101","Lrrc14",2
"10102","Lrrc15",2
"10103","Lrrc17",2
"10104","Lrrc18",2
"10105","Lrrc19",2
"10106","Lrrc2",2
"10110","Lrrc27",2
"10111","Lrrc28",2
"10112","Lrrc3",2
"10113","Lrrc31",2
"10119","Lrrc4",2
"10120","Lrrc40",2
"10121","Lrrc41",2
"10126","Lrrc49",2
"10128","Lrrc4c",2
"10131","Lrrc56",2
"10132","Lrrc57",2
"10134","Lrrc59",2
"10142","Lrrc72",2
"10151","Lrrc8c",3
"10152","Lrrc8d",2
"10153","Lrrc8e",2
"10154","Lrrc9",2
"10155","Lrrcc1",3
"10156","Lrrfip1",3
"10157","Lrrfip2",2
"10158","Lrriq3",4
"10160","Lrrk1",3
"10167","Lrrtm1",3
"10168","Lrrtm2",3
"10169","Lrrtm3",4
"10170","Lrrtm4",2
"10171","Lrtm1",2
"10173","Lrwd1",2
"10174","Lsamp",2
"10178","Lsm11",2
"10179","Lsm12",2
"10180","Lsm14a",3
"10184","Lsm6",2
"10185","Lsm7",2
"10186","Lsm8",2
"10189","Lss",2
"10191","Lta4h",2
"10194","Ltbp1",4
"10196","Ltbp3",2
"10202","Ltn1",5
"10204","Luc7l",4
"10205","Luc7l2",6
"10206","Luc7l3",3
"10209","Lurap1l",2
"10210","Luzp1",2
"10231","Lyn",2
"10233","Lypd1",2
"10237","Lypd5",2
"10238","Lypd6",3
"10241","Lypla1",2
"10244","Lyrm1",2
"10245","Lyrm2",2
"10248","Lyrm9",3
"10250","Lysmd3",2
"10251","Lysmd4",2
"10252","Lyst",3
"10253","Lyve1",2
"10257","Lyzl6",3
"10258","Lzic",2
"10259","Lztfl1",3
"10260","Lztr1",3
"10261","Lzts1",2
"10265","Maats1",2
"10266","Mab21l1",2
"10270","Macf1",2
"10271","Maco1",3
"10273","Macrod2",4
"10274","Mad1l1",2
"10275","Mad2l1",2
"10279","Madd",2
"10282","Maf",6
"10283","Maf1",2
"10285","Mafb",2
"10287","Mafg",2
"10299","Magi1",6
"10300","Magi2",2
"10301","Magi3",3
"10305","Magt1",2
"10306","Maip1",2
"10308","Mak",2
"10310","Mal",2
"10312","Malat1",6
"10313","Mall",2
"10314","Malsu1",2
"10315","Malt1",3
"10318","Maml1",2
"10319","Mamstr",2
"10320","Man1a",2
"10321","Man1a2",3
"10325","Man2a2",2
"10326","Man2b1",2
"10328","Man2c1",2
"10336","Maoa",2
"10339","Map1a",2
"10340","Map1b",4
"10342","Map1lc3b",2
"10344","Map2",4
"10346","Map2k2",2
"10347","Map2k3",3
"10349","Map2k4",2
"10350","Map2k5",4
"10351","Map2k6",2
"10352","Map2k7",3
"10353","Map3k1",2
"10354","Map3k10",2
"10356","Map3k12",3
"10357","Map3k14",2
"10358","Map3k2",3
"10359","Map3k20",4
"10360","Map3k21",2
"10361","Map3k3",3
"10362","Map3k4",3
"10363","Map3k5",2
"10365","Map3k7",5
"10369","Map4",4
"10371","Map4k2",3
"10373","Map4k4",3
"10374","Map4k5",3
"10375","Map6",2
"10377","Map7",4
"10379","Map7d2",2
"10380","Map9",2
"10381","Mapk1",3
"10382","Mapk10",3
"10383","Mapk11",2
"10386","Mapk14",4
"10392","Mapk6",3
"10394","Mapk8",5
"10396","Mapk8ip2",4
"10397","Mapk8ip3",3
"10398","Mapk9",3
"10399","Mapkap1",2
"10401","Mapkapk3",2
"10402","Mapkbp1",2
"10403","Mapre1",5
"10404","Mapre2",4
"10406","Mapt",4
"10407","Marc1",2
"10409","March1",3
"10410","March10",2
"10412","March2",2
"10416","March7",5
"10418","March9",2
"10419","Marcks",5
"10420","Marcksl1",3
"10421","Marco",2
"10422","Marf1",3
"10423","Mark1",5
"10424","Mark2",3
"10426","Mark4",3
"10428","Mars2",2
"10429","Marveld1",3
"10431","Marveld3",2
"10433","Masp1",5
"10434","Masp2",2
"10438","Mast4",6
"10439","Mastl",3
"10441","Mat2a",6
"10443","Matk",2
"10445","Matn2",2
"10446","Matn3",2
"10448","Matr3",4
"10449","Mau2",4
"10450","Mavs",2
"10453","Mb21d1",2
"10455","Mbd1",5
"10456","Mbd2",2
"10459","Mbd3l2",2
"10460","Mbd4",3
"10461","Mbd5",3
"10467","Mblac2",2
"10468","Mbnl1",3
"10469","Mbnl2",4
"10470","Mbnl3",2
"10471","Mboat1",2
"10472","Mboat2",2
"10474","Mboat7",2
"10475","Mbp",8
"10476","Mbtd1",3
"10477","Mbtps1",3
"10479","Mc1r",2
"10485","Mcc",4
"10486","Mccc1",2
"10487","Mccc2",3
"10493","Mchr1",3
"10494","Mcl1",6
"10495","Mcm10",2
"10496","Mcm2",2
"10497","Mcm3",4
"10499","Mcm4",2
"10500","Mcm5",3
"10501","Mcm6",2
"10503","Mcm9",4
"10504","Mcmbp",3
"10505","Mcoln1",3
"10507","Mcoln3",2
"10508","Mcph1",2
"10520","Mcu",2
"10522","Mcur1",2
"10524","Mdfi",2
"10527","Mdga2",2
"10528","Mdh1",3
"10531","Mdm1",2
"10532","Mdm2",2
"10533","Mdm4",3
"10538","Me2",2
"10540","Mea1",2
"10541","Meaf6",2
"10542","Mecom",2
"10543","Mecp2",4
"10544","Mecr",3
"10545","Med1",6
"10548","Med12l",3
"10549","Med13",3
"10550","Med13l",3
"10551","Med14",4
"10552","Med15",3
"10554","Med17",2
"10556","Med19",2
"10557","Med20",2
"10561","Med25",2
"10562","Med26",2
"10564","Med28",2
"10565","Med29",2
"10571","Med8",2
"10572","Med9",2
"10574","Mef2a",6
"10576","Mef2c",5
"10577","Mef2d",3
"10579","Meg3",9
"10582","Megf6",2
"10584","Megf9",2
"10591","Meis1",3
"10592","Meis2",4
"10597","Men1",2
"10599","Meox2",2
"10600","Mep1a",2
"10605","Mesd",2
"10609","Met",2
"10610","Metap1",3
"10611","Metap1d",2
"10612","Metap2",2
"10616","Mettl1",2
"10618","Mettl13",4
"10620","Mettl15",2
"10621","Mettl16",2
"10622","Mettl17",4
"10624","Mettl2",2
"10625","Mettl21a",3
"10627","Mettl22",3
"10629","Mettl25",2
"10630","Mettl26",2
"10637","Mettl6",3
"10638","Mettl7a1",3
"10641","Mettl9",2
"10642","Mex3a",2
"10646","Mfap1a",2
"10648","Mfap3",3
"10649","Mfap3l",3
"10651","Mfap5",2
"10652","Mff",4
"10654","Mfhas1",2
"10655","Mfn1",2
"10658","Mfsd1",3
"10660","Mfsd11",2
"10662","Mfsd13a",2
"10663","Mfsd13b",2
"10664","Mfsd14a",2
"10669","Mfsd4a",3
"10670","Mfsd4b1",2
"10675","Mfsd6",3
"10677","Mfsd8",2
"10679","Mga",4
"10683","Mgat2",2
"10684","Mgat3",2
"10685","Mgat4a",2
"10687","Mgat4d",2
"10689","Mgat5",3
"10691","Mgea5",4
"10693","Mgll",5
"10694","Mgme1",2
"10697","Mgrn1",3
"10701","Mia2",2
"10702","Mia3",3
"10704","Mib1",3
"10706","Mical1",2
"10707","Mical2",3
"10710","Micall2",2
"10711","Micu1",2
"10713","Micu3",2
"10716","Mid2",2
"10718","Mief1",2
"10721","Mier1",4
"10722","Mier2",2
"10723","Mier3",2
"10725","Mif4gd",2
"10726","Miga1",2
"10727","Miga2",3
"10728","Miip",2
"10730","Mindy1",7
"10731","Mindy2",3
"10732","Mindy3",2
"10735","Minos1",3
"10737","Mios",2
"10739","Mip",2
"10740","Mipep",2
"10741","Mipol1",4
"10744","Mir1893",2
"10747","Mir301",2
"10756","Mir99ahg",2
"10758","Mis18a",2
"10759","Mis18bp1",4
"10761","Mitd1",2
"10762","Mitf",2
"10767","Mkl2",3
"10768","Mkln1",6
"10769","Mkln1os",2
"10770","Mknk1",3
"10771","Mknk2",2
"10772","Mkrn1",4
"10773","Mkrn2",3
"10780","Mlec",3
"10785","Mlip",2
"10787","Mllt1",2
"10788","Mllt10",3
"10790","Mllt3",3
"10791","Mllt6",3
"10792","Mlph",2
"10793","Mlst8",2
"10794","Mlx",2
"10799","Mmab",4
"10802","Mmd",2
"10803","Mmd2",3
"10804","Mme",2
"10811","Mmp14",3
"10812","Mmp15",3
"10813","Mmp16",4
"10815","Mmp19",2
"10818","Mmp2",2
"10820","Mmp23",2
"10821","Mmp24",3
"10825","Mmp9",2
"10826","Mmrn1",3
"10827","Mmrn2",3
"10828","Mms19",2
"10829","Mms22l",2
"10832","Mndal",2
"10833","Mns1",2
"10834","Mnt",2
"10836","Mob1a",3
"10837","Mob1b",2
"10840","Mob3b",2
"10841","Mob3c",2
"10842","Mob4",3
"10843","Mobp",5
"10845","Mocs1",2
"10846","Mocs2",2
"10855","Mon2",3
"10859","Morc3",2
"10861","Morf4l2",2
"10862","Morn1",2
"10868","Mosmo",2
"10870","Mospd2",3
"10871","Mospd3",2
"10873","Mov10",2
"10877","Mpc2",2
"10879","Mpdz",3
"10881","Mpg",3
"10882","Mphosph10",2
"10884","Mphosph8",3
"10885","Mphosph9",5
"10887","Mpl",2
"10888","Mplkip",2
"10891","Mpp1",2
"10893","Mpp3",2
"10895","Mpp5",3
"10896","Mpp6",2
"10897","Mpp7",3
"10899","Mpped2",2
"10900","Mprip",3
"10907","Mpzl1",2
"10908","Mpzl2",3
"10910","Mr1",2
"10913","Mras",2
"10915","Mrc2",2
"10916","Mre11a",2
"10926","Mri1",2
"10931","Mrnip",2
"10933","Mroh1",2
"10934","Mroh2a",2
"10939","Mrpl1",3
"10941","Mrpl11",3
"10943","Mrpl13",4
"10945","Mrpl15",5
"10947","Mrpl17",3
"10948","Mrpl19",3
"10954","Mrpl3",3
"10956","Mrpl32",2
"10957","Mrpl33",2
"10959","Mrpl35",3
"10962","Mrpl38",3
"10963","Mrpl39",2
"10966","Mrpl41",3
"10968","Mrpl44",4
"10970","Mrpl47",3
"10972","Mrpl49",2
"10973","Mrpl50",2
"10974","Mrpl51",2
"10975","Mrpl52",4
"10976","Mrpl54",2
"10978","Mrpl57",2
"10979","Mrpl58",2
"10980","Mrpl9",3
"10981","Mrps10",2
"10982","Mrps11",2
"10984","Mrps14",3
"10985","Mrps15",3
"10990","Mrps2",2
"10993","Mrps23",2
"10994","Mrps24",2
"10995","Mrps25",3
"10996","Mrps26",2
"11000","Mrps31",2
"11003","Mrps5",4
"11004","Mrps6",2
"11006","Mrps9",4
"11008","Mrs2",3
"11009","Mrvi1",2
"11010","Ms4a1",2
"11015","Ms4a2",2
"11017","Ms4a4b",2
"11018","Ms4a4c",2
"11020","Ms4a6b",2
"11022","Ms4a6d",2
"11023","Ms4a7",2
"11031","Msh3",4
"11033","Msh5",2
"11035","Msi1",3
"11036","Msi2",5
"11037","Msl1",4
"11038","Msl2",3
"11040","Msl3l2",2
"11043","Msmo1",2
"11044","Msn",2
"11045","Msr1",4
"11049","Msrb3",2
"11054","Msx1",2
"11057","Mt1",2
"11063","Mta3",2
"11065","Mtap",4
"11068","Mtch2",7
"11069","Mtcl1",2
"11070","Mtcp1",2
"11071","Mtdh",7
"11073","Mterf3",2
"11075","Mtf1",4
"11076","Mtf2",5
"11077","Mtfmt",2
"11079","Mtfr1",2
"11080","Mtfr1l",2
"11083","Mtg2",3
"11084","Mthfd1",4
"11086","Mthfd2",2
"11087","Mthfd2l",2
"11088","Mthfr",3
"11089","Mthfsd",2
"11093","Mtmr1",2
"11099","Mtmr3",3
"11100","Mtmr4",3
"11101","Mtmr6",4
"11102","Mtmr7",2
"11103","Mtmr9",2
"11105","Mto1",2
"11108","Mtpn",5
"11109","Mtr",3
"11111","Mtrr",2
"11112","Mtss1",5
"11114","Mttp",4
"11115","Mturn",2
"11116","Mtus1",3
"11117","Mtus2",3
"11118","Mtx1",2
"11120","Mtx3",3
"11122","Muc13",2
"11126","Muc20",2
"11128","Muc4",2
"11132","Mul1",2
"11141","Mut",2
"11143","Mvb12a",3
"11144","Mvb12b",3
"11145","Mvd",2
"11146","Mvk",2
"11150","Mxd1",3
"11151","Mxd3",3
"11152","Mxd4",3
"11153","Mxi1",2
"11154","Mxra7",2
"11157","Myadm",2
"11158","Myadml2",2
"11159","Myb",3
"11160","Mybbp1a",2
"11161","Mybl1",2
"11163","Mybpc1",3
"11169","Mycbp",4
"11170","Mycbp2",5
"11172","Mycl",3
"11173","Mycn",2
"11175","Myct1",4
"11177","Mydgf",3
"11178","Myef2",2
"11182","Myh1",2
"11186","Myh4",2
"11187","Myh6",2
"11188","Myh7",2
"11191","Myh9",3
"11194","Myl12a",2
"11195","Myl12b",2
"11197","Myl3",2
"11198","Myl4",2
"11203","Mylk",3
"11206","Mylk4",2
"11210","Mynn",6
"11211","Myo10",4
"11213","Myo15b",2
"11217","Myo19",2
"11219","Myo1b",7
"11220","Myo1c",4
"11221","Myo1d",2
"11222","Myo1e",2
"11223","Myo1f",3
"11228","Myo5a",3
"11229","Myo5b",3
"11230","Myo5c",2
"11231","Myo6",3
"11234","Myo9a",2
"11237","Myocd",2
"11242","Myom2",3
"11245","Myoz1",2
"11248","Mypn",2
"11253","Mysm1",2
"11255","Myt1l",6
"11259","Mzt1",3
"11264","N4bp1",3
"11265","N4bp2",2
"11266","N4bp2l1",2
"11267","N4bp2l2",3
"11269","N6amt1",2
"11270","Naa11",2
"11271","Naa15",4
"11272","Naa16",2
"11273","Naa25",2
"11274","Naa30",2
"11275","Naa35",7
"11276","Naa38",2
"11278","Naa50",3
"11280","Naaa",3
"11281","Naalad2",2
"11284","Nab1",2
"11286","Nabp1",5
"11288","Nacad",2
"11290","Nacc2",3
"11291","Nadk",2
"11292","Nadk2",4
"11297","Nagk",2
"11301","Naif1",2
"11306","Nalcn",2
"11307","Nampt",3
"11308","Nanos1",2
"11309","Nans",2
"11310","Nap1l1",3
"11315","Napa",2
"11316","Napb",5
"11318","Napg",3
"11320","Napsa",2
"11321","Narf",3
"11322","Nars",2
"11323","Nars2",2
"11324","Nasp",4
"11332","Nat8f2",3
"11334","Nat8f4",3
"11336","Nat8l",2
"11339","Nav1",4
"11340","Nav2",9
"11341","Nav3",2
"11342","Naxd",2
"11344","Nbas",2
"11346","Nbea",3
"11347","Nbeal1",4
"11348","Nbeal2",2
"11351","Nbr1",3
"11352","Ncald",3
"11353","Ncam1",5
"11354","Ncam2",3
"11355","Ncan",2
"11356","Ncapd2",2
"11357","Ncapd3",3
"11358","Ncapg",2
"11360","Ncaph",2
"11363","Ncbp2",3
"11364","Ncbp3",3
"11366","Ncdn",2
"11367","Nceh1",3
"11368","Ncf1",3
"11370","Nck1",3
"11371","Nck2",2
"11373","Nckap1l",2
"11380","Ncoa1",3
"11381","Ncoa2",5
"11382","Ncoa3",3
"11386","Ncor1",4
"11387","Ncor2",2
"11389","Ncs1",2
"11391","Ndc1",3
"11394","Ndel1",2
"11397","Ndn",5
"11398","Ndnf",2
"11401","Ndrg1",5
"11403","Ndrg3",2
"11404","Ndrg4",2
"11405","Ndst1",2
"11407","Ndst3",2
"11408","Ndst4",3
"11410","Ndufa10",2
"11411","Ndufa11",2
"11414","Ndufa3",3
"11417","Ndufa5",2
"11419","Ndufa7",3
"11422","Ndufab1",3
"11425","Ndufaf4",2
"11429","Ndufaf8",3
"11433","Ndufb2",4
"11436","Ndufb5",2
"11437","Ndufb6",2
"11438","Ndufb7",2
"11439","Ndufb8",2
"11440","Ndufb9",2
"11442","Ndufc2",2
"11445","Ndufs4",3
"11447","Ndufs7",2
"11448","Ndufs8",5
"11449","Ndufv1",3
"11450","Ndufv2",3
"11453","Neb",2
"11454","Nebl",3
"11459","Necap2",2
"11460","Nectin1",2
"11461","Nectin2",2
"11462","Nectin3",6
"11463","Nectin4",2
"11464","Nedd1",2
"11465","Nedd4",3
"11466","Nedd4l",6
"11467","Nedd8",2
"11468","Nedd9",3
"11470","Nefl",2
"11474","Neil3",2
"11475","Nek1",4
"11477","Nek2",2
"11479","Nek4",2
"11481","Nek6",3
"11482","Nek7",4
"11483","Nek8",2
"11489","Nell2",2
"11490","Nemf",2
"11491","Nemp1",2
"11494","Neo1",4
"11497","Nes",3
"11500","Neto1",2
"11501","Neto2",2
"11502","Neu1",2
"11505","Neurl1a",3
"11510","Neurod1",2
"11511","Neurod2",2
"11512","Neurod4",2
"11514","Neurog1",2
"11516","Neurog3",2
"11517","Nexmif",3
"11519","Nf1",3
"11520","Nf2",4
"11521","Nfam1",2
"11522","Nfasc",2
"11523","Nfat5",5
"11524","Nfatc1",5
"11525","Nfatc2",5
"11526","Nfatc2ip",2
"11527","Nfatc3",2
"11528","Nfatc4",3
"11531","Nfe2l2",2
"11532","Nfe2l3",3
"11533","Nfia",6
"11534","Nfib",8
"11535","Nfic",5
"11537","Nfix",5
"11540","Nfkbia",4
"11541","Nfkbib",2
"11543","Nfkbie",2
"11545","Nfkbiz",3
"11546","Nfrkb",2
"11547","Nfs1",3
"11548","Nfu1",2
"11549","Nfx1",4
"11550","Nfxl1",3
"11551","Nfya",2
"11552","Nfyb",2
"11553","Ngb",2
"11554","Ngdn",2
"11557","Ngfr",3
"11561","Nhej1",2
"11565","Nhlrc2",2
"11566","Nhlrc3",2
"11567","Nhp2",2
"11568","Nhsl1",2
"11569","Nhsl2",3
"11570","Nicn1",2
"11571","Nid1",3
"11573","Nif3l1",2
"11576","Nin",3
"11577","Ninj1",3
"11580","Nip7",2
"11582","Nipa2",2
"11583","Nipal1",2
"11585","Nipal3",2
"11587","Nipbl",3
"11589","Nipsnap2",2
"11592","Nisch",5
"11593","Nit1",2
"11596","Nkain2",2
"11598","Nkap",3
"11601","Nkd1",4
"11602","Nkd2",3
"11606","Nkrf",2
"11607","Nktr",5
"11608","Nkx1-2",3
"11611","Nkx2-3",2
"11614","Nkx2-6",2
"11621","Nlgn1",2
"11622","Nlgn2",2
"11623","Nlgn3",2
"11624","Nlk",4
"11625","Nln",2
"11626","Nlrc3",2
"11642","Nlrp9c",2
"11645","Nmd3",4
"11649","Nme7",2
